Date,Narration,Chq./Ref.No.,Value Dt,Withdrawal Amt.,Deposit Amt.,Closing Balance
10/09/2024,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-456098268190-Payment,456098268190,10/09/2024,250.56,,134884.78
11/09/2024,UPI-UBER INDIA-uberindia@hdfcbank-HDFC0000333-463671442151-Payment,463671442151,11/09/2024,56.50,,134828.28
11/09/2024,UPI-BLINKIT-blinkit.payments@axisbank-UTIB0000123-460527705813-Payment,460527705813,11/09/2024,399.61,,134428.67
11/09/2024,ACH D-CAMS NPCI-HDFC MF SIP-56784180,56784180,11/09/2024,4000.00,,130428.67
11/09/2024,UPI-RAPIDO-rapido@ybl-YESB0000091-274071325714-UPI,274071325714,11/09/2024,111.23,,130317.44
11/09/2024,UPI-DMART READY-dmartready@ybl-YESB0000045-245088481578-Payment from Phone,245088481578,11/09/2024,299.14,,130018.30
11/09/2024,UPI-STREET FOOD STALL-streetfoodstall@ybl-YESB0000722-423574282309-Payment from Phone,423574282309,11/09/2024,67.55,,129950.75
11/09/2024,UPI-BIGBASKET-bigbasket@hdfcbank-HDFC0000001-276746790791-Payment,276746790791,11/09/2024,477.41,,129473.34
11/09/2024,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-246901028708-Payment,246901028708,11/09/2024,225.21,,129248.13
12/09/2024,UPI-BSES RAJDHANI POWER-bsesrajdhani@sbi-SBIN0000441-363979452819-ElectricityBill,363979452819,12/09/2024,1809.47,,127438.66
12/09/2024,NWD-512345XXXXXX8431-ICIC0003456-ATM CASH WDL,512345XXXXXX8431,12/09/2024,5000.00,,122438.66
13/09/2024,UPI-CAFE COFFEE DAY-ccd.payments@ybl-YESB0000132-491711386572-UPI,491711386572,13/09/2024,590.02,,121848.64
13/09/2024,UPI-NEW DELHI PROVISION STORE-ndps2019@okhdfcbank-HDFC0002233-407790942192-UPI,407790942192,13/09/2024,519.61,,121329.03
13/09/2024,UPI-THE COFFEE HOUSE-thecoffeehouse@okaxis-UTIB0000789-241649549521-UPI,241649549521,13/09/2024,495.41,,120833.62
13/09/2024,UPI-BIGBASKET-bigbasket@hdfcbank-HDFC0000001-309752495669-Payment,309752495669,13/09/2024,775.11,,120058.51
13/09/2024,UPI-TEA STALL-teastall.corner@oksbi-SBIN0009911-396725945248-UPI,396725945248,13/09/2024,37.48,,120021.03
14/09/2024,POS 489562XXXXXX3999 BOOKMYSHOW NOIDA,489562XXXXXX3999,15/09/2024,177.12,,119843.91
14/09/2024,ECOM PUR/477845XXXXXX5658/AMAZON PRIME,477845XXXXXX5658,14/09/2024,179.00,,119664.91
14/09/2024,UPI-ZOMATO-zomato-order@ybl-YESB0000002-373483400895-Payment,373483400895,14/09/2024,282.41,,119382.50
14/09/2024,UPI-TEA STALL-teastall.corner@oksbi-SBIN0009911-290880403027-Order Payment,290880403027,14/09/2024,54.13,,119328.37
15/09/2024,UPI-TEA STALL-teastall.corner@oksbi-SBIN0009911-404684153350-Payment from Phone,404684153350,15/09/2024,23.10,,119305.27
15/09/2024,UPI-NEW DELHI PROVISION STORE-ndps2019@okhdfcbank-HDFC0002233-361146109498-Payment from Phone,361146109498,15/09/2024,714.05,,118591.22
15/09/2024,UPI-FLIPKART-flipkart@axisbank-UTIB0000456-319303995965-Order Payment,319303995965,15/09/2024,1283.52,,117307.70
15/09/2024,UPI-NEW DELHI PROVISION STORE-ndps2019@okhdfcbank-HDFC0002233-277781244063-Payment from Phone,277781244063,15/09/2024,368.15,,116939.55
15/09/2024,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-427455342904-UPI,427455342904,15/09/2024,50.68,,116888.87
15/09/2024,UPI-CROMA RETAIL-cromaretail@icici-ICIC0000890-354645676389-Order Payment,354645676389,15/09/2024,610.28,,116278.59
16/09/2024,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-275895947683-Payment,275895947683,16/09/2024,846.49,,115432.10
16/09/2024,UPI-VIKRAM SHARMA-vikram842@apl-HDFC0000234-361138550198-Rent Split,361138550198,16/09/2024,79.22,,115352.88
16/09/2024,UPI-PAAN SHOP-paanshop.corner@okicici-ICIC0002233-336469026448-UPI,336469026448,16/09/2024,55.28,,115297.60
16/09/2024,UPI-CROMA RETAIL-cromaretail@icici-ICIC0000890-372957156999-Payment from Phone,372957156999,16/09/2024,409.41,,114888.19
17/09/2024,UPI-HALDIRAM RESTAURANT-haldiram.cp@oksbi-SBIN0007744-260352874307-UPI,260352874307,17/09/2024,152.25,,114735.94
17/09/2024,UPI-CAFE COFFEE DAY-ccd.payments@ybl-YESB0000132-499322016828-Payment,499322016828,17/09/2024,151.70,,114584.24
17/09/2024,POS 400123XXXXXX5686 MYNTRA BENGALURU,400123XXXXXX5686,18/09/2024,306.12,,114278.12
18/09/2024,UPI-THE COFFEE HOUSE-thecoffeehouse@okaxis-UTIB0000789-203756463034-Payment from Phone,203756463034,18/09/2024,249.73,,114028.39
19/09/2024,UPI-STREET FOOD STALL-streetfoodstall@ybl-YESB0000722-412195723492-Order Payment,412195723492,19/09/2024,16.14,,114012.25
19/09/2024,UPI-AMAZON-amazon@apl-AIRP0000001-316173658006-Payment from Phone,316173658006,19/09/2024,959.98,,113052.27
19/09/2024,ECOM PUR/489562XXXXXX8843/HOTSTAR,489562XXXXXX8843,19/09/2024,299.00,,112753.27
19/09/2024,UPI-LOCAL VEGETABLE VENDOR-vegvendor.rk@oksbi-SBIN0008812-480351587062-UPI,480351587062,19/09/2024,43.02,,112710.25
20/09/2024,UPI-TEA STALL-teastall.corner@oksbi-SBIN0009911-407523203974-Order Payment,407523203974,20/09/2024,73.92,,112636.33
21/09/2024,UPI-SHARMA GENERAL STORE-sharmagenstore@paytm-PYTM0123456-436127706970-Payment from Phone,436127706970,21/09/2024,372.48,,112263.85
21/09/2024,UPI-CAFE COFFEE DAY-ccd.payments@ybl-YESB0000132-436664855801-Payment from Phone,436664855801,21/09/2024,493.90,,111769.95
21/09/2024,UPI-PAAN SHOP-paanshop.corner@okicici-ICIC0002233-457219480710-Payment from Phone,457219480710,21/09/2024,106.21,,111663.74
21/09/2024,UPI-DOMINOS PIZZA-dominos@hdfcbank-HDFC0000601-486529323378-UPI,486529323378,21/09/2024,561.57,,111102.17
21/09/2024,UPI-STREET FOOD STALL-streetfoodstall@ybl-YESB0000722-216599350770-Order Payment,216599350770,21/09/2024,16.57,,111085.60
22/09/2024,UPI-RAPIDO-rapido@ybl-YESB0000091-496996778804-Order Payment,496996778804,22/09/2024,41.39,,111044.21
22/09/2024,UPI-ICICI LOMBARD GIC-icicilombard.premium@icici-ICIC0000888-337659614809-CarInsurance,337659614809,22/09/2024,10793.72,,100250.49
22/09/2024,UPI-NEHA JOSHI-neha672@ybl-YESB0000789-355319308073-For Dinner,355319308073,22/09/2024,,430.12,100680.61
23/09/2024,UPI-STARBUCKS COFFEE-starbucksin@icici-ICIC0000550-404603528961-Payment from Phone,404603528961,23/09/2024,470.15,,100210.46
23/09/2024,UPI-RITU NAIR-ritu497@ybl-ICIC0000345-200869274621-Gift,200869274621,23/09/2024,,483.95,100694.41
23/09/2024,UPI-PAAN SHOP-paanshop.corner@okicici-ICIC0002233-270089740617-Payment,270089740617,23/09/2024,97.88,,100596.53
23/09/2024,UPI-TEA STALL-teastall.corner@oksbi-SBIN0009911-201024578053-Payment,201024578053,23/09/2024,61.79,,100534.74
23/09/2024,UPI-ROHIT NAIR-rohit939@ybl-UTIB0000567-323818114905-Loan Return,323818114905,23/09/2024,185.43,,100349.31
24/09/2024,UPI-RAPIDO-rapido@ybl-YESB0000091-349374576045-Payment from Phone,349374576045,24/09/2024,119.08,,100230.23
24/09/2024,UPI-ZOMATO-zomato-order@ybl-YESB0000002-425293621715-Order Payment,425293621715,24/09/2024,211.59,,100018.64
24/09/2024,UPI-TEA STALL-teastall.corner@oksbi-SBIN0009911-268438910482-Payment,268438910482,24/09/2024,71.90,,99946.74
24/09/2024,UPI-LOCAL VEGETABLE VENDOR-vegvendor.rk@oksbi-SBIN0008812-354007002407-UPI,354007002407,24/09/2024,54.26,,99892.48
24/09/2024,UPI-UBER INDIA-uberindia@hdfcbank-HDFC0000333-464821871708-Payment,464821871708,24/09/2024,113.11,,99779.37
25/09/2024,UPI-AMAZON-amazon@apl-AIRP0000001-218591852580-Payment from Phone,218591852580,25/09/2024,671.83,,99107.54
25/09/2024,UPI-BIGBASKET-bigbasket@hdfcbank-HDFC0000001-301361756483-Payment from Phone,301361756483,25/09/2024,244.91,,98862.63
25/09/2024,UPI-PRACTO-practo@icici-ICIC0000901-321132285899-Order Payment,321132285899,25/09/2024,780.50,,98082.13
25/09/2024,UPI-POOJA GUPTA-pooja858@okhdfcbank-YESB0000789-334253688590-Loan Return,334253688590,25/09/2024,44.12,,98038.01
25/09/2024,UPI-MEDPLUS-medplusmart@ybl-YESB0000456-308939823748-Payment,308939823748,25/09/2024,807.63,,97230.38
25/09/2024,UPI-APOLLO PHARMACY-apollopharmacy@hdfcbank-HDFC0000678-390702241850-UPI,390702241850,25/09/2024,886.88,,96343.50
26/09/2024,UPI-ZOMATO-zomato-order@ybl-YESB0000002-332421376858-UPI,332421376858,26/09/2024,284.03,,96059.47
26/09/2024,UPI-MEERA MALHOTRA-meera132@okicici-HDFC0000234-209196599776-Loan Return,209196599776,26/09/2024,608.57,,95450.90
26/09/2024,UPI-PAAN SHOP-paanshop.corner@okicici-ICIC0002233-419535284518-UPI,419535284518,26/09/2024,86.57,,95364.33
26/09/2024,UPI-GOOGLE PLAY-googleplay@apl-AIRP0000090-407090740594-UPI,407090740594,26/09/2024,376.85,,94987.48
26/09/2024,UPI-MEERA CHAUHAN-meera143@apl-UTIB0000567-399386480638-Gift,399386480638,26/09/2024,,306.08,95293.56
27/09/2024,UPI-SPICE GARDEN RESTAURANT-spicegarden22@ybl-YESB0000210-228703020838-UPI,228703020838,27/09/2024,621.10,,94672.46
27/09/2024,UPI-BOOKMYSHOW-bookmyshow@ybl-YESB0000345-381379221847-Order Payment,381379221847,27/09/2024,208.40,,94464.06
27/09/2024,UPI-TEA STALL-teastall.corner@oksbi-SBIN0009911-333524178669-Payment,333524178669,27/09/2024,32.06,,94432.00
27/09/2024,UPI-BARBEQUE NATION-bbqnation@icici-ICIC0000633-273368123530-UPI,273368123530,27/09/2024,467.78,,93964.22
27/09/2024,UPI-CAFE COFFEE DAY-ccd.payments@ybl-YESB0000132-485372089479-Payment from Phone,485372089479,27/09/2024,408.42,,93555.80
28/09/2024,UPI-CAFE COFFEE DAY-ccd.payments@ybl-YESB0000132-498210068520-Order Payment,498210068520,28/09/2024,628.68,,92927.12
28/09/2024,UPI-PAYTM WALLET LOAD-paytmwallet@paytm-PYTM0000001-205345116411-Payment,205345116411,28/09/2024,478.25,,92448.87
28/09/2024,UPI-BHARAT PETROLEUM-bharatpetro@hdfcbank-HDFC0000899-423013249478-UPI,423013249478,28/09/2024,706.86,,91742.01
28/09/2024,UPI-PAAN SHOP-paanshop.corner@okicici-ICIC0002233-274339118206-Payment,274339118206,28/09/2024,54.79,,91687.22
28/09/2024,UPI-DMART READY-dmartready@ybl-YESB0000045-416804435380-UPI,416804435380,28/09/2024,583.06,,91104.16
28/09/2024,UPI-GUPTA KIRANA STORE-guptakirana@oksbi-SBIN0004521-258963343766-Payment,258963343766,28/09/2024,385.73,,90718.43
28/09/2024,UPI-GOIBIBO-goibibo@hdfcbank-HDFC0000921-341654003092-Payment,341654003092,28/09/2024,1829.74,,88888.69
29/09/2024,UPI-PRACTO-practo@icici-ICIC0000901-445649435735-Payment,445649435735,29/09/2024,476.46,,88412.23
29/09/2024,UPI-XEROX PRINT SHOP-xeroxshop@okaxis-UTIB0002299-283600907843-Payment,283600907843,29/09/2024,42.35,,88369.88
29/09/2024,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-360905793870-UPI,360905793870,29/09/2024,253.22,,88116.66
30/09/2024,UPI-THE COFFEE HOUSE-thecoffeehouse@okaxis-UTIB0000789-215170688169-Order Payment,215170688169,30/09/2024,235.86,,87880.80
30/09/2024,POS 512345XXXXXX6775 AMAZON BENGALURU,512345XXXXXX6775,01/10/2024,664.60,,87216.20
30/09/2024,UPI-LOCAL VEGETABLE VENDOR-vegvendor.rk@oksbi-SBIN0008812-443839066035-Payment from Phone,443839066035,30/09/2024,81.06,,87135.14
30/09/2024,INT.PD:01/07/2024 TO 30/09/2024,,30/09/2024,,442.97,87578.11
01/10/2024,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-400366616544-Payment from Phone,400366616544,01/10/2024,107.70,,87470.41
01/10/2024,NEFT CR-YESBN3667404940033-TECHNOVA SOFTWARE SOLUTIONS PVT LTD-SALARY-OCT24,YESBN3667404940033,01/10/2024,,106360.00,193830.41
02/10/2024,UPI-STARBUCKS COFFEE-starbucksin@icici-ICIC0000550-291845478089-Payment from Phone,291845478089,02/10/2024,558.63,,193271.78
02/10/2024,UPI-DELHI METRO RAIL CORP-dmrcqr@sbi-SBIN0000556-209432508168-Payment from Phone,209432508168,02/10/2024,118.89,,193152.89
02/10/2024,UPI-SR TRADERS-srtraders2018@oksbi-SBIN0009988-470738112188-Order Payment,470738112188,02/10/2024,1031.07,,192121.82
02/10/2024,UPI-FLIPKART-flipkart@axisbank-UTIB0000456-303059731382-UPI,303059731382,02/10/2024,213.75,,191908.07
04/10/2024,UPI-RAJESH KUMAR VERMA-rajeshverma78@oksbi-SBIN0001122-367285220858-Rent OCT24,367285220858,04/10/2024,19000.00,,172908.07
04/10/2024,UPI-AIRTEL BROADBAND-airtelbroadband@ybl-YESB0000998-232732063115-BillPayment,232732063115,04/10/2024,1303.82,,171604.25
04/10/2024,UPI-AIRTEL POSTPAID-airtel.postpaid@icici-ICIC0000112-254718266933-BillPayment,254718266933,04/10/2024,875.42,,170728.83
04/10/2024,UPI-ZOMATO-zomato-order@ybl-YESB0000002-250209797861-Order Payment,250209797861,04/10/2024,94.00,,170634.83
04/10/2024,UPI-ZOMATO-zomato-order@ybl-YESB0000002-330410153774-Payment,330410153774,04/10/2024,231.83,,170403.00
05/10/2024,ACH D-HDFC LTD-HOMELOAN EMI-HDFCLTD43311626,HDFCLTD43311626,05/10/2024,17500.00,,152903.00
05/10/2024,ACH D-CULT FITNESS-MEMBERSHIP-CULTFIT317881,CULTFIT755900,05/10/2024,1499.00,,151404.00
05/10/2024,UPI-AJIO-ajio@ybl-YESB0000078-315057818039-Order Payment,315057818039,05/10/2024,909.18,,150494.82
05/10/2024,UPI-RAPIDO-rapido@ybl-YESB0000091-328231186267-Order Payment,328231186267,05/10/2024,178.34,,150316.48
05/10/2024,UPI-ZOMATO-zomato-order@ybl-YESB0000002-431166827606-Order Payment,431166827606,05/10/2024,140.13,,150176.35
06/10/2024,UPI-FLIPKART-flipkart@axisbank-UTIB0000456-234482477158-Payment,234482477158,06/10/2024,687.68,,149488.67
06/10/2024,UPI-MEDPLUS-medplusmart@ybl-YESB0000456-374021703339-UPI,374021703339,06/10/2024,246.19,,149242.48
06/10/2024,UPI-GOIBIBO-goibibo@hdfcbank-HDFC0000921-202022927661-Order Payment,202022927661,06/10/2024,2260.53,,146981.95
06/10/2024,UPI-FLIPKART-flipkart@axisbank-UTIB0000456-340225648094-Order Payment,340225648094,06/10/2024,1136.15,,145845.80
06/10/2024,UPI-DELHI METRO RAIL CORP-dmrcqr@sbi-SBIN0000556-281204884251-Order Payment,281204884251,06/10/2024,105.96,,145739.84
06/10/2024,UPI-BOOKMYSHOW-bookmyshow@ybl-YESB0000345-297048568698-Order Payment,297048568698,06/10/2024,211.69,,145528.15
06/10/2024,UPI-AUTO RICKSHAW-autofare.delhi@okhdfcbank-HDFC0003344-295693435050-UPI,295693435050,06/10/2024,92.27,,145435.88
06/10/2024,UPI-SHARMA GENERAL STORE-sharmagenstore@paytm-PYTM0123456-393409566102-Payment from Phone,393409566102,06/10/2024,517.94,,144917.94
07/10/2024,ACH D-CAMS NPCI-ICICI PRU MF SIP-12347818,12347818,07/10/2024,6000.00,,138917.94
07/10/2024,UPI-RAPIDO-rapido@ybl-YESB0000091-253954783544-Order Payment,253954783544,07/10/2024,138.12,,138779.82
07/10/2024,UPI-UBER INDIA-uberindia@hdfcbank-HDFC0000333-260561488607-UPI,260561488607,07/10/2024,171.51,,138608.31
07/10/2024,UPI-PARKING FEE-smartparking@paytm-PYTM0002211-327494155662-UPI,327494155662,07/10/2024,16.47,,138591.84
07/10/2024,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-394996261213-UPI,394996261213,07/10/2024,94.87,,138496.97
08/10/2024,UPI-PAYTM WALLET LOAD-paytmwallet@paytm-PYTM0000001-399817222722-Payment,399817222722,08/10/2024,428.68,,138068.29
08/10/2024,UPI-DEEPIKA RAO-deepika367@okicici-ICIC0000345-452065779854-For Dinner,452065779854,08/10/2024,82.07,,137986.22
08/10/2024,ECOM PUR/512345XXXXXX5335/NETFLIX.COM,512345XXXXXX5335,08/10/2024,649.00,,137337.22
08/10/2024,UPI-PVR CINEMAS-pvrcinemas@hdfcbank-HDFC0000456-243352399099-Payment,243352399099,08/10/2024,388.33,,136948.89
08/10/2024,UPI-PARKING FEE-smartparking@paytm-PYTM0002211-342078579102-Payment,342078579102,08/10/2024,81.49,,136867.40
09/10/2024,UPI-LOCAL VEGETABLE VENDOR-vegvendor.rk@oksbi-SBIN0008812-367758486146-Order Payment,367758486146,09/10/2024,71.85,,136795.55
09/10/2024,ACH D-CAMS NPCI-HDFC MF SIP-56784697,56784697,09/10/2024,4000.00,,132795.55
09/10/2024,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-430740997479-Payment,430740997479,09/10/2024,212.72,,132582.83
09/10/2024,UPI-AMAZON-amazon@apl-AIRP0000001-243954873051-Payment,243954873051,09/10/2024,829.85,,131752.98
09/10/2024,UPI-RAHUL KUMAR-rahul801@oksbi-YESB0000789-367668987603-Payment,367668987603,09/10/2024,243.85,,131509.13
09/10/2024,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-339645258714-Payment from Phone,339645258714,09/10/2024,20.15,,131488.98
09/10/2024,UPI-MEDPLUS-medplusmart@ybl-YESB0000456-436065673499-UPI,436065673499,09/10/2024,594.21,,130894.77
10/10/2024,UPI-BIGBASKET-bigbasket@hdfcbank-HDFC0000001-360336435249-Payment from Phone,360336435249,10/10/2024,426.59,,130468.18
10/10/2024,UPI-PARKING FEE-smartparking@paytm-PYTM0002211-458267183729-Order Payment,458267183729,10/10/2024,82.24,,130385.94
11/10/2024,UPI-OXFORD BOOKSTORE-oxfordbooks.cp@sbi-SBIN0003321-321859011833-Payment from Phone,321859011833,11/10/2024,442.97,,129942.97
12/10/2024,UPI-STARBUCKS COFFEE-starbucksin@icici-ICIC0000550-209967301628-Payment,209967301628,12/10/2024,386.66,,129556.31
12/10/2024,UPI-STREET FOOD STALL-streetfoodstall@ybl-YESB0000722-317865299671-Payment,317865299671,12/10/2024,66.72,,129489.59
12/10/2024,UPI-AUTO RICKSHAW-autofare.delhi@okhdfcbank-HDFC0003344-286567727842-Payment from Phone,286567727842,12/10/2024,15.36,,129474.23
12/10/2024,UPI-PAYTM WALLET LOAD-paytmwallet@paytm-PYTM0000001-435543964685-UPI,435543964685,12/10/2024,149.62,,129324.61
12/10/2024,UPI-SPICE GARDEN RESTAURANT-spicegarden22@ybl-YESB0000210-410996741182-Order Payment,410996741182,12/10/2024,623.85,,128700.76
13/10/2024,UPI-AMAZON-amazon@apl-AIRP0000001-351416046368-Order Payment,351416046368,13/10/2024,1415.52,,127285.24
13/10/2024,UPI-HALDIRAM RESTAURANT-haldiram.cp@oksbi-SBIN0007744-361677469655-Order Payment,361677469655,13/10/2024,488.05,,126797.19
13/10/2024,UPI-AUTO RICKSHAW-autofare.delhi@okhdfcbank-HDFC0003344-472990102693-Payment from Phone,472990102693,13/10/2024,23.09,,126774.10
14/10/2024,UPI-TEA STALL-teastall.corner@oksbi-SBIN0009911-477204505911-Payment from Phone,477204505911,14/10/2024,81.10,,126693.00
14/10/2024,UPI-XEROX PRINT SHOP-xeroxshop@okaxis-UTIB0002299-418017833256-Payment from Phone,418017833256,14/10/2024,69.44,,126623.56
14/10/2024,ECOM PUR/434358XXXXXX3573/AMAZON PRIME,434358XXXXXX3573,14/10/2024,179.00,,126444.56
14/10/2024,UPI-FLIPKART-flipkart@axisbank-UTIB0000456-424511437521-Payment,424511437521,14/10/2024,580.13,,125864.43
15/10/2024,UPI-ZEPTO-zeptonow@icici-ICIC0000201-333574035620-UPI,333574035620,15/10/2024,150.17,,125714.26
15/10/2024,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-329272245228-UPI,329272245228,15/10/2024,64.55,,125649.71
15/10/2024,UPI-AUTO RICKSHAW-autofare.delhi@okhdfcbank-HDFC0003344-485128858227-Payment from Phone,485128858227,15/10/2024,13.15,,125636.56
15/10/2024,UPI-OLA CABS-olacabs@icici-ICIC0000410-250166168151-Payment,250166168151,15/10/2024,67.78,,125568.78
16/10/2024,UPI-DMART READY-dmartready@ybl-YESB0000045-300855035076-Payment from Phone,300855035076,16/10/2024,594.50,,124974.28
16/10/2024,UPI-NEW DELHI PROVISION STORE-ndps2019@okhdfcbank-HDFC0002233-378699227434-Payment from Phone,378699227434,16/10/2024,288.30,,124685.98
16/10/2024,UPI-BSES RAJDHANI POWER-bsesrajdhani@sbi-SBIN0000441-365110229486-ElectricityBill,365110229486,16/10/2024,2340.63,,122345.35
16/10/2024,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-229122211867-Payment,229122211867,16/10/2024,105.24,,122240.11
17/10/2024,UPI-PARKING FEE-smartparking@paytm-PYTM0002211-398873874453-Order Payment,398873874453,17/10/2024,88.11,,122152.00
18/10/2024,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-433876085509-Payment,433876085509,18/10/2024,167.29,,121984.71
18/10/2024,UPI-ZOMATO-zomato-order@ybl-YESB0000002-322595129018-Payment from Phone,322595129018,18/10/2024,255.67,,121729.04
18/10/2024,UPI-NYKAA-nykaa@hdfcbank-HDFC0000212-330677202005-Order Payment,330677202005,18/10/2024,1372.00,,120357.04
18/10/2024,UPI-SHARMA GENERAL STORE-sharmagenstore@paytm-PYTM0123456-225738678114-UPI,225738678114,18/10/2024,236.92,,120120.12
19/10/2024,UPI-AGGARWAL TAILORS-aggarwaltailors@okicici-ICIC0001188-328682765793-Payment from Phone,328682765793,19/10/2024,485.60,,119634.52
19/10/2024,UPI-GUPTA KIRANA STORE-guptakirana@oksbi-SBIN0004521-258716250204-Order Payment,258716250204,19/10/2024,167.73,,119466.79
19/10/2024,ECOM PUR/512345XXXXXX3847/HOTSTAR,512345XXXXXX3847,19/10/2024,299.00,,119167.79
19/10/2024,UPI-DMART READY-dmartready@ybl-YESB0000045-407503587035-Payment,407503587035,19/10/2024,435.44,,118732.35
19/10/2024,UPI-THE COFFEE HOUSE-thecoffeehouse@okaxis-UTIB0000789-420021886028-UPI,420021886028,19/10/2024,388.07,,118344.28
19/10/2024,UPI-SANJAY VERMA-sanjay310@okicici-UTIB0000567-409962681830-For Dinner,409962681830,19/10/2024,,103.49,118447.77
19/10/2024,UPI-SHARMA GENERAL STORE-sharmagenstore@paytm-PYTM0123456-430799181437-UPI,430799181437,19/10/2024,178.89,,118268.88
20/10/2024,UPI-NEW DELHI PROVISION STORE-ndps2019@okhdfcbank-HDFC0002233-256413630387-Payment,256413630387,20/10/2024,520.19,,117748.69
20/10/2024,UPI-BOOKMYSHOW-bookmyshow@ybl-YESB0000345-309126248315-Payment from Phone,309126248315,20/10/2024,398.95,,117349.74
20/10/2024,UPI-STARBUCKS COFFEE-starbucksin@icici-ICIC0000550-240513003007-Payment,240513003007,20/10/2024,192.02,,117157.72
20/10/2024,UPI-TEA STALL-teastall.corner@oksbi-SBIN0009911-228570138030-Payment,228570138030,20/10/2024,63.65,,117094.07
20/10/2024,UPI-PAAN SHOP-paanshop.corner@okicici-ICIC0002233-463198885047-Payment from Phone,463198885047,20/10/2024,55.17,,117038.90
20/10/2024,UPI-TEA STALL-teastall.corner@oksbi-SBIN0009911-484996618617-Payment from Phone,484996618617,20/10/2024,95.37,,116943.53
20/10/2024,UPI-DOMINOS PIZZA-dominos@hdfcbank-HDFC0000601-406372661349-UPI,406372661349,20/10/2024,282.88,,116660.65
20/10/2024,UPI-GUPTA KIRANA STORE-guptakirana@oksbi-SBIN0004521-464469273261-Order Payment,464469273261,20/10/2024,528.98,,116131.67
20/10/2024,UPI-NYKAA-nykaa@hdfcbank-HDFC0000212-292959623959-Payment,292959623959,20/10/2024,393.10,,115738.57
21/10/2024,UPI-OLA CABS-olacabs@icici-ICIC0000410-458028242314-Order Payment,458028242314,21/10/2024,101.67,,115636.90
21/10/2024,UPI-LOCAL VEGETABLE VENDOR-vegvendor.rk@oksbi-SBIN0008812-319793668631-Payment from Phone,319793668631,21/10/2024,101.39,,115535.51
21/10/2024,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-458740308689-UPI,458740308689,21/10/2024,94.79,,115440.72
21/10/2024,UPI-DMART READY-dmartready@ybl-YESB0000045-428077176245-Order Payment,428077176245,21/10/2024,224.61,,115216.11
21/10/2024,UPI-POOJA CHAUHAN-pooja49@okhdfcbank-ICIC0000345-470638637015-For Dinner,470638637015,21/10/2024,,147.90,115364.01
